ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10400515100760001,9/16/2023,9/17/2023 9:18,4:00,4:15,0.693,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,4:15,4:30,0.508,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,4:30,4:45,0.48,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,4:45,5:00,0.478,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,5:00,5:15,0.531,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,5:15,5:30,0.494,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,5:30,5:45,0.399,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,5:45,6:00,0.627,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,6:00,6:15,0.44,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,6:15,6:30,0.445,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,6:30,6:45,0.433,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,6:45,7:00,0.471,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,7:00,7:15,0.628,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,7:15,7:30,0.393,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,7:30,7:45,0.426,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,7:45,8:00,0.372,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,8:00,8:15,0.572,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,8:15,8:30,0.64,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,8:30,8:45,0.3,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,8:45,9:00,0.468,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,9:00,9:15,0.492,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,9:15,9:30,0.217,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,9:30,9:45,0.282,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,9:45,10:00,0.249,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,10:00,10:15,0.498,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,10:15,10:30,0.928,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,10:30,10:45,0.564,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,10:45,11:00,0.679,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,11:00,11:15,0.62,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,11:15,11:30,0.569,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,11:30,11:45,0.366,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,11:45,12:00,0.59,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,12:00,12:15,0.63,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,12:15,12:30,0.914,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,12:30,12:45,1.383,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,12:45,13:00,1.384,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,13:00,13:15,1.281,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,13:15,13:30,1.113,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,13:30,13:45,1.266,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,13:45,14:00,1.359,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,14:00,14:15,1.148,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,14:15,14:30,1.046,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,14:30,14:45,1.331,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,14:45,15:00,1.182,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,15:00,15:15,1.056,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,15:15,15:30,1.264,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,15:30,15:45,1.677,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,15:45,16:00,1.103,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,16:00,16:15,1.332,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,16:15,16:30,1.244,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,16:30,16:45,2.377,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,16:45,17:00,1.465,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,17:00,17:15,0.983,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,17:15,17:30,1.157,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,17:30,17:45,2.005,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,17:45,18:00,1.064,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,18:00,18:15,0.774,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,18:15,18:30,0.924,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,18:30,18:45,0.873,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,18:45,19:00,1.853,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,19:00,19:15,1.497,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,19:15,19:30,0.902,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,19:30,19:45,0.901,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,19:45,20:00,0.599,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,20:00,20:15,0.59,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,20:15,20:30,0.363,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,20:30,20:45,0.594,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,20:45,21:00,0.861,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,21:00,21:15,1.155,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,21:15,21:30,0.918,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,21:30,21:45,1.013,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,21:45,22:00,1.055,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,22:00,22:15,0.963,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,22:15,22:30,1.094,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,22:30,22:45,1.081,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,22:45,23:00,1.209,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,23:00,23:15,0.873,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,23:15,23:30,0.951,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,23:30,23:45,0.846,A,Consumption
'10400515100760001,9/16/2023,9/17/2023 9:18,23:45,0:00,0.986,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,0:00,0:15,0.797,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,0:15,0:30,0.765,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,0:30,0:45,0.818,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,0:45,1:00,0.762,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,1:00,1:15,0.799,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,1:15,1:30,0.496,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,1:30,1:45,0.75,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,1:45,2:00,0.77,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,2:00,2:15,0.49,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,2:15,2:30,0.95,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,2:30,2:45,0.499,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,2:45,3:00,0.742,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,3:00,3:15,0.73,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,3:15,3:30,0.495,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,3:30,3:45,0.794,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,3:45,4:00,0.514,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,4:00,4:15,0.757,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,4:15,4:30,0.507,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,4:30,4:45,0.728,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,4:45,5:00,0.522,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,5:00,5:15,0.73,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,5:15,5:30,0.481,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,5:30,5:45,0.753,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,5:45,6:00,0.503,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,6:00,6:15,0.691,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,6:15,6:30,0.478,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,6:30,6:45,0.706,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,6:45,7:00,0.444,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,7:00,7:15,0.705,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,7:15,7:30,0.526,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,7:30,7:45,0.449,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,7:45,8:00,0.431,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,8:00,8:15,0.235,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,8:15,8:30,0.288,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,8:30,8:45,0.556,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,8:45,9:00,0.279,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,9:00,9:15,0.268,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,9:15,9:30,0.532,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,9:30,9:45,0.702,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,9:45,10:00,0.912,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,10:00,10:15,0.569,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,10:15,10:30,0.897,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,10:30,10:45,0.541,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,10:45,11:00,0.724,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,11:00,11:15,0.498,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,11:15,11:30,0.451,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,11:30,11:45,0.719,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,11:45,12:00,0.464,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,12:00,12:15,0.658,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,12:15,12:30,0.765,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,12:30,12:45,0.548,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,12:45,13:00,0.303,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,13:00,13:15,0.392,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,13:15,13:30,0.594,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,13:30,13:45,0.952,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,13:45,14:00,1.266,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,14:00,14:15,1.47,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,14:15,14:30,0.982,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,14:30,14:45,1.179,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,14:45,15:00,1.126,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,15:00,15:15,0.957,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,15:15,15:30,1.289,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,15:30,15:45,1.191,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,15:45,16:00,1.87,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,16:00,16:15,1.89,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,16:15,16:30,1.443,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,16:30,16:45,1.333,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,16:45,17:00,1.972,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,17:00,17:15,2.466,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,17:15,17:30,2.096,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,17:30,17:45,1.477,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,17:45,18:00,1.638,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,18:00,18:15,1.719,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,18:15,18:30,1.059,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,18:30,18:45,1.1,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,18:45,19:00,1.226,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,19:00,19:15,0.926,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,19:15,19:30,0.886,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,19:30,19:45,0.689,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,19:45,20:00,0.86,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,20:00,20:15,0.857,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,20:15,20:30,0.852,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,20:30,20:45,0.711,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,20:45,21:00,0.926,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,21:00,21:15,0.809,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,21:15,21:30,1.018,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,21:30,21:45,0.981,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,21:45,22:00,0.974,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,22:00,22:15,1.598,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,22:15,22:30,1.512,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,22:30,22:45,1.456,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,22:45,23:00,1.111,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,23:00,23:15,0.836,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,23:15,23:30,0.858,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,23:30,23:45,1.033,A,Consumption
'10400515100760001,9/17/2023,9/18/2023 8:34,23:45,0:00,0.837,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,0:00,0:15,1.031,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,0:15,0:30,0.851,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,0:30,0:45,0.829,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,0:45,1:00,0.994,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,1:00,1:15,0.568,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,1:15,1:30,0.766,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,1:30,1:45,0.972,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,1:45,2:00,0.772,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,2:00,2:15,0.639,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,2:15,2:30,0.811,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,2:30,2:45,0.666,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,2:45,3:00,0.828,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,3:00,3:15,0.526,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,3:15,3:30,0.756,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,3:30,3:45,0.616,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,3:45,4:00,0.804,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,4:00,4:15,0.482,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,4:15,4:30,0.784,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,4:30,4:45,0.521,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,4:45,5:00,0.781,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,5:00,5:15,0.479,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,5:15,5:30,0.822,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,5:30,5:45,0.547,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,5:45,6:00,0.464,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,6:00,6:15,0.835,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,6:15,6:30,0.524,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,6:30,6:45,0.722,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,6:45,7:00,0.264,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,7:00,7:15,0.24,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,7:15,7:30,0.427,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,7:30,7:45,0.522,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,7:45,8:00,0.227,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,8:00,8:15,0.227,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,8:15,8:30,0.52,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,8:30,8:45,0.255,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,8:45,9:00,0.268,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,9:00,9:15,0.556,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,9:15,9:30,0.344,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,9:30,9:45,0.267,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,9:45,10:00,0.246,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,10:00,10:15,0.274,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,10:15,10:30,0.273,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,10:30,10:45,0.278,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,10:45,11:00,0.281,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,11:00,11:15,0.255,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,11:15,11:30,0.246,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,11:30,11:45,0.255,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,11:45,12:00,0.274,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,12:00,12:15,0.297,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,12:15,12:30,0.288,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,12:30,12:45,0.21,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,12:45,13:00,0.238,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,13:00,13:15,0.604,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,13:15,13:30,0.614,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,13:30,13:45,0.704,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,13:45,14:00,0.723,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,14:00,14:15,0.895,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,14:15,14:30,1.229,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,14:30,14:45,1.306,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,14:45,15:00,1.311,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,15:00,15:15,1.289,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,15:15,15:30,1.312,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,15:30,15:45,1.291,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,15:45,16:00,1.279,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,16:00,16:15,1.263,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,16:15,16:30,1.152,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,16:30,16:45,0.921,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,16:45,17:00,0.745,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,17:00,17:15,0.877,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,17:15,17:30,0.628,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,17:30,17:45,0.693,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,17:45,18:00,0.99,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,18:00,18:15,1.135,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,18:15,18:30,0.842,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,18:30,18:45,0.924,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,18:45,19:00,0.99,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,19:00,19:15,1.012,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,19:15,19:30,0.655,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,19:30,19:45,0.658,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,19:45,20:00,0.894,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,20:00,20:15,0.916,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,20:15,20:30,0.925,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,20:30,20:45,0.962,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,20:45,21:00,0.931,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,21:00,21:15,0.916,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,21:15,21:30,1.112,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,21:30,21:45,0.934,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,21:45,22:00,1.013,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,22:00,22:15,1.378,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,22:15,22:30,1.697,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,22:30,22:45,1.308,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,22:45,23:00,1.19,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,23:00,23:15,1.087,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,23:15,23:30,0.851,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,23:30,23:45,0.874,A,Consumption
'10400515100760001,9/18/2023,9/19/2023 8:41,23:45,0:00,0.907,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,0:00,0:15,3.343,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,0:15,0:30,3.25,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,0:30,0:45,0.814,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,0:45,1:00,0.747,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,1:00,1:15,0.703,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,1:15,1:30,0.792,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,1:30,1:45,0.471,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,1:45,2:00,0.872,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,2:00,2:15,0.44,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,2:15,2:30,0.795,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,2:30,2:45,0.703,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,2:45,3:00,0.538,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,3:00,3:15,0.693,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,3:15,3:30,0.494,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,3:30,3:45,0.955,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,3:45,4:00,0.505,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,4:00,4:15,0.668,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,4:15,4:30,0.608,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,4:30,4:45,0.423,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,4:45,5:00,0.789,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,5:00,5:15,0.506,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,5:15,5:30,0.489,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,5:30,5:45,0.811,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,5:45,6:00,0.459,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,6:00,6:15,0.688,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,6:15,6:30,0.534,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,6:30,6:45,0.309,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,6:45,7:00,0.243,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,7:00,7:15,0.267,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,7:15,7:30,0.389,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,7:30,7:45,0.518,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,7:45,8:00,0.239,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,8:00,8:15,0.238,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,8:15,8:30,0.258,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,8:30,8:45,0.557,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,8:45,9:00,0.271,A,Consumption
'10400515100760001,9/19/2023,9/20/2023 8:38,9:00,9:15,0.298,A,Consumption
