ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'10400515100760001,9/23/2023,9/24/2023 9:07,17:30,17:45,1.101,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,17:45,18:00,1.215,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,18:00,18:15,0.956,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,18:15,18:30,1.186,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,18:30,18:45,1.709,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,18:45,19:00,0.974,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,19:00,19:15,0.952,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,19:15,19:30,0.942,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,19:30,19:45,1.621,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,19:45,20:00,1.164,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,20:00,20:15,0.704,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,20:15,20:30,0.84,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,20:30,20:45,1.033,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,20:45,21:00,1.353,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,21:00,21:15,1.997,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,21:15,21:30,1.679,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,21:30,21:45,1.139,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,21:45,22:00,0.913,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,22:00,22:15,1.055,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,22:15,22:30,1.245,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,22:30,22:45,0.868,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,22:45,23:00,0.886,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,23:00,23:15,0.926,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,23:15,23:30,0.857,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,23:30,23:45,0.872,A,Consumption
'10400515100760001,9/23/2023,9/24/2023 9:07,23:45,0:00,0.838,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,0:00,0:15,0.653,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,0:15,0:30,0.719,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,0:30,0:45,0.816,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,0:45,1:00,0.871,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,1:00,1:15,0.889,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,1:15,1:30,0.845,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,1:30,1:45,0.846,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,1:45,2:00,0.818,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,2:00,2:15,0.96,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,2:15,2:30,0.565,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,2:30,2:45,0.796,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,2:45,3:00,1.015,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,3:00,3:15,0.767,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,3:15,3:30,0.597,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,3:30,3:45,0.834,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,3:45,4:00,0.982,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,4:00,4:15,0.484,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,4:15,4:30,0.79,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,4:30,4:45,0.526,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,4:45,5:00,0.778,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,5:00,5:15,1.013,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,5:15,5:30,0.495,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,5:30,5:45,0.503,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,5:45,6:00,0.49,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,6:00,6:15,0.637,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,6:15,6:30,0.514,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,6:30,6:45,0.433,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,6:45,7:00,0.502,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,7:00,7:15,0.487,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,7:15,7:30,0.467,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,7:30,7:45,0.446,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,7:45,8:00,0.262,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,8:00,8:15,0.247,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,8:15,8:30,0.299,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,8:30,8:45,0.5,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,8:45,9:00,0.29,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,9:00,9:15,0.577,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,9:15,9:30,1.042,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,9:30,9:45,0.269,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,9:45,10:00,0.262,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,10:00,10:15,0.236,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,10:15,10:30,0.244,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,10:30,10:45,0.375,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,10:45,11:00,0.43,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,11:00,11:15,0.804,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,11:15,11:30,0.917,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,11:30,11:45,0.923,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,11:45,12:00,0.947,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,12:00,12:15,1.022,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,12:15,12:30,0.871,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,12:30,12:45,0.744,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,12:45,13:00,0.922,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,13:00,13:15,0.855,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,13:15,13:30,0.977,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,13:30,13:45,1.263,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,13:45,14:00,1.257,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,14:00,14:15,1.489,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,14:15,14:30,1.232,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,14:30,14:45,1.029,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,14:45,15:00,1.664,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,15:00,15:15,1.378,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,15:15,15:30,1.305,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,15:30,15:45,1.769,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,15:45,16:00,2.805,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,16:00,16:15,1.857,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,16:15,16:30,1.758,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,16:30,16:45,1.759,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,16:45,17:00,1.35,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,17:00,17:15,1.712,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,17:15,17:30,1.315,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,17:30,17:45,1.331,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,17:45,18:00,1.199,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,18:00,18:15,1.08,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,18:15,18:30,0.704,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,18:30,18:45,0.585,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,18:45,19:00,0.964,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,19:00,19:15,1.131,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,19:15,19:30,0.962,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,19:30,19:45,1.228,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,19:45,20:00,1.153,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,20:00,20:15,0.79,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,20:15,20:30,0.604,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,20:30,20:45,0.961,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,20:45,21:00,1.39,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,21:00,21:15,1.018,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,21:15,21:30,1.075,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,21:30,21:45,1.314,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,21:45,22:00,0.981,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,22:00,22:15,1.309,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,22:15,22:30,1.584,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,22:30,22:45,1.623,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,22:45,23:00,1.175,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,23:00,23:15,1.373,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,23:15,23:30,1.144,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,23:30,23:45,1.149,A,Consumption
'10400515100760001,9/24/2023,9/25/2023 8:29,23:45,0:00,0.916,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,0:00,0:15,2.909,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,0:15,0:30,2.744,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,0:30,0:45,2.899,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,0:45,1:00,2.603,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,1:00,1:15,2.804,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,1:15,1:30,1.867,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,1:30,1:45,0.845,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,1:45,2:00,1.039,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,2:00,2:15,0.806,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,2:15,2:30,0.833,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,2:30,2:45,1.031,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,2:45,3:00,0.617,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,3:00,3:15,0.895,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,3:15,3:30,0.871,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,3:30,3:45,0.811,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,3:45,4:00,1.036,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,4:00,4:15,0.748,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,4:15,4:30,0.526,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,4:30,4:45,0.932,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,4:45,5:00,0.76,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,5:00,5:15,0.853,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,5:15,5:30,0.92,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,5:30,5:45,0.511,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,5:45,6:00,0.821,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,6:00,6:15,0.91,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,6:15,6:30,0.507,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,6:30,6:45,0.8,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,6:45,7:00,0.551,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,7:00,7:15,0.99,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,7:15,7:30,0.84,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,7:30,7:45,0.485,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,7:45,8:00,0.768,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,8:00,8:15,0.664,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,8:15,8:30,0.607,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,8:30,8:45,0.8,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,8:45,9:00,0.835,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,9:00,9:15,0.545,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,9:15,9:30,0.577,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,9:30,9:45,0.268,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,9:45,10:00,0.254,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,10:00,10:15,0.305,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,10:15,10:30,0.314,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,10:30,10:45,0.396,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,10:45,11:00,0.342,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,11:00,11:15,0.428,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,11:15,11:30,0.4,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,11:30,11:45,0.366,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,11:45,12:00,0.358,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,12:00,12:15,0.343,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,12:15,12:30,0.338,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,12:30,12:45,0.3,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,12:45,13:00,0.792,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,13:00,13:15,0.702,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,13:15,13:30,0.899,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,13:30,13:45,0.91,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,13:45,14:00,0.855,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,14:00,14:15,0.986,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,14:15,14:30,1.124,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,14:30,14:45,1.309,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,14:45,15:00,1.286,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,15:00,15:15,2.39,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,15:15,15:30,2.062,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,15:30,15:45,1.034,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,15:45,16:00,1.264,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,16:00,16:15,1.147,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,16:15,16:30,1.096,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,16:30,16:45,1.318,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,16:45,17:00,0.926,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,17:00,17:15,0.919,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,17:15,17:30,0.471,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,17:30,17:45,0.752,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,17:45,18:00,0.789,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,18:00,18:15,1.255,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,18:15,18:30,1.004,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,18:30,18:45,1.221,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,18:45,19:00,1.004,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,19:00,19:15,1.205,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,19:15,19:30,0.988,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,19:30,19:45,0.908,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,19:45,20:00,0.902,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,20:00,20:15,1.071,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,20:15,20:30,1,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,20:30,20:45,0.928,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,20:45,21:00,0.914,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,21:00,21:15,0.958,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,21:15,21:30,1.076,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,21:30,21:45,0.92,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,21:45,22:00,0.635,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,22:00,22:15,1.106,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,22:15,22:30,1.1,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,22:30,22:45,1.16,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,22:45,23:00,0.563,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,23:00,23:15,0.708,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,23:15,23:30,0.795,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,23:30,23:45,0.905,A,Consumption
'10400515100760001,9/25/2023,9/26/2023 8:33,23:45,0:00,1.033,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,0:00,0:15,1.022,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,0:15,0:30,0.868,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,0:30,0:45,0.842,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,0:45,1:00,0.595,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,1:00,1:15,0.728,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,1:15,1:30,0.8,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,1:30,1:45,0.778,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,1:45,2:00,0.514,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,2:00,2:15,0.654,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,2:15,2:30,0.55,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,2:30,2:45,0.486,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,2:45,3:00,0.507,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,3:00,3:15,0.668,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,3:15,3:30,0.467,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,3:30,3:45,0.493,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,3:45,4:00,0.743,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,4:00,4:15,0.706,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,4:15,4:30,0.69,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,4:30,4:45,0.652,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,4:45,5:00,0.779,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,5:00,5:15,0.657,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,5:15,5:30,0.556,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,5:30,5:45,0.884,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,5:45,6:00,0.525,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,6:00,6:15,0.702,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,6:15,6:30,0.489,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,6:30,6:45,0.731,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,6:45,7:00,0.261,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,7:00,7:15,0.276,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,7:15,7:30,1.038,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,7:30,7:45,0.908,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,7:45,8:00,0.737,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,8:00,8:15,0.528,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,8:15,8:30,0.724,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,8:30,8:45,0.201,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,8:45,9:00,0.516,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,9:00,9:15,0.228,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,9:15,9:30,0.361,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,9:30,9:45,0.214,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,9:45,10:00,0.233,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,10:00,10:15,0.231,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,10:15,10:30,0.27,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,10:30,10:45,0.266,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,10:45,11:00,0.155,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,11:00,11:15,0.192,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,11:15,11:30,0.211,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,11:30,11:45,0.308,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,11:45,12:00,0.242,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,12:00,12:15,0.23,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,12:15,12:30,0.225,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,12:30,12:45,0.207,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,12:45,13:00,0.305,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,13:00,13:15,0.544,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,13:15,13:30,0.522,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,13:30,13:45,0.189,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,13:45,14:00,0.552,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,14:00,14:15,0.898,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,14:15,14:30,0.801,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,14:30,14:45,0.885,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,14:45,15:00,0.881,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,15:00,15:15,0.837,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,15:15,15:30,1.074,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,15:30,15:45,1.104,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,15:45,16:00,1.145,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,16:00,16:15,1.056,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,16:15,16:30,1.171,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,16:30,16:45,1.296,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,16:45,17:00,0.823,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,17:00,17:15,0.987,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,17:15,17:30,1.03,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,17:30,17:45,0.904,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,17:45,18:00,1.083,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,18:00,18:15,1.37,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,18:15,18:30,1.118,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,18:30,18:45,1.187,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,18:45,19:00,1.16,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,19:00,19:15,1.139,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,19:15,19:30,1.692,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,19:30,19:45,1.172,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,19:45,20:00,0.944,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,20:00,20:15,1.027,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,20:15,20:30,0.924,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,20:30,20:45,0.904,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,20:45,21:00,0.981,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,21:00,21:15,0.904,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,21:15,21:30,0.807,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,21:30,21:45,0.728,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,21:45,22:00,0.557,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,22:00,22:15,1.312,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,22:15,22:30,1.203,A,Consumption
'10400515100760001,9/26/2023,9/27/2023 8:29,22:30,22:45,0.876,A,Consumption
